,Index,Lemma,Derived Word,Context
10486,10487,विद्रोही,विद्रोहियों,तमिल विद्रोहियों के
10487,10488,तनावपूर्ण,तनावपूर्ण,मिलाकर तनावपूर्ण माहौल
10488,10489,आसू,आसू,( आसू )
10489,10490,अनिश्चितकालीन,अनिश्चितकालीन,अपनी अनिश्चितकालीन हड़ताल
10490,10491,मैती,मैती,तरफ मैती संस्था
10491,10492,एनएससीएन,एनएससीएन,उद्देश्य एनएससीएन आईएम
10492,10493,आईएम,आईएम,एनएससीएन आईएम द्वारा
10493,10494,फर्नांडीज,फर्नांडीज,जॉर्ज फर्नांडीज ने
10494,10495,खदेड,खदेड़ा,को खदेड़ा था
10495,10496,बाबा,बाबा,तो बाबा का
10496,10497,रामदेव,रामदेव,कि रामदेव ने
10497,10498,कठघरे,कठघरे,को कठघरे में
10498,10499,आयुर्वेदिक,आयुर्वेदिक,दौरान आयुर्वेदिक औषधि
10499,10500,बहुराष्ट्रीय,बहुराष्ट्रीय,में बहुराष्ट्रीय कंपनी
10500,10501,भूरी,भूरि,भूरि भूरि तारीफ
10501,10502,तारीफ,तारीफ,की तारीफ की
10502,10503,कोल्ड,कोल्ड,लोग कोल्ड ड्रिंक
10503,10504,योग,योग,के योग निदेशक
10504,10505,ला,लाई,स्थिरता लाई जा
10505,10506,सुभाषचंद्र,सुभाषचंद्र,नेताजी सुभाषचंद्र बोस
10506,10507,गद्दार,गद्दार,को गद्दार करार
10507,10508,पद्धति,पद्धति,गई पद्धति में
10508,10509,जमीर,जमीर,सैयद जमीर सुल्तान
10509,10510,पारिकर,पारिकर,सिंह पारिकर ने
10510,10511,एजेंट,एजेंट,कांग्रेस एजेंट '
10511,10512,आरलेकर,आरलेकर,राजेंद्र आरलेकर के
10512,10513,जगमोहन,जगमोहन,प्रतिनिधि जगमोहन डालमिया
10513,10514,कप,कप,एशिया कप के
10514,10515,अनियमितता,अनियमितता,में अनियमितता की
10515,10516,अनुशासनात्मक,अनुशासनात्मक,की अनुशासनात्मक समिति
10516,10517,मठ,मठों,कि मठों और
10517,10518,अकूत,अकूत,ने अकूत संपदा
10518,10519,धर्मादा,धर्मादा,जरिए धर्मादा कार्यों
10519,10520,संस्था,संस्थाएं,शिक्षण संस्थाएं बंद
10520,10521,सावधानीपूर्वक,सावधानीपूर्वक,ही सावधानीपूर्वक आगे
10521,10522,पुरजोर,पुरजोर,की पुरजोर वकालत
10522,10523,निकाय,निकायों,स्थानीय निकायों और
10523,10524,ट्रस्ट,ट्रस्ट,हुसैनबाद ट्रस्ट ने
10524,10525,कमोबेश,कमोबेश,में कमोबेश स्थिरता
10525,10526,स्वाभाविक,स्वाभाविक,का स्वाभाविक सहयोगी
10526,10527,ब्याह,ब्याह,शादी ब्याह और
10527,10528,पंडाल,पंडाल,कि पंडाल और
10528,10529,शामियाना,शामियाने,एक शामियाने में
10529,10530,सर्विस,सर्विस,डिफेंस सर्विस स्टॉफ
10530,10531,आउटडोर,आउटडोर,वाले आउटडोर कैटरर्स
10531,10532,कैटरर,कैटरर्स,आउटडोर कैटरर्स की
10532,10533,बखूबी,बखूबी,को बखूबी निभाएंगे
10533,10534,मौन,मौन,का मौन भी
10534,10535,धर्मवीर,धर्मवीर,मोहन धर्मवीर सिंह
10535,10536,चंद,चंद,ने चंद ही
10536,10537,वीजोटो,वीजोटो,चंद वीजोटो टिंयी
10537,10538,टिंयी,टिंयी,वीजोटो टिंयी संतो
10538,10539,संतो,संतो,टिंयी संतो देवी
10539,10540,नंद,नंद,बाद नंद किशोर
10540,10541,किशोर,किशोर,गिरिराज किशोर ने
10541,10542,ओमप्रकाश,ओमप्रकाश,महानिदेशक ओमप्रकाश राठौर
10542,10543,स्मृतिचिह्न,स्मृतिचिह्न,को स्मृतिचिह्न देकर
10543,10544,मीडियाकर्मी,मीडियाकर्मियों,से मीडियाकर्मियों पर
10544,10545,फिरदौस,फिरदौस,मीडियाकर्मियों फिरदौस अहमद
10545,10546,भट्ट,भट्ट,मैरी भट्ट और
10546,10547,एजाज,एजाज,मंसूर एजाज साबरी
10547,10548,वीरता,वीरता,उनकी वीरता के
10548,10549,भूमंडलीय,भूमंडलीय,एक भूमंडलीय नीति
10549,10550,भागीदार,भागीदार,संप्रभु भागीदार की
10550,10551,शह,शह,को शह देते
10551,10552,इंदू,इंदू,चेयरमैन इंदू जैन
10552,10553,अपरिमित,अपरिमित,की अपरिमित शक्ति
10553,10554,सोच,सोचने,' सोचने और
10554,10555,माइकेल,माइकेल,उच्चायुक्त माइकेल ऑर्थर
10555,10556,ऑर्थर,ऑर्थर,माइकेल ऑर्थर मुख्य
10556,10557,अंतर्राज्यीय,अंतर्राज्यीय,वर्ष अंतर्राज्यीय बैठक
10557,10558,टर्मिनल,टर्मिनल,कंप्यूटर टर्मिनल लगाए
10558,10559,रिंग,रिंग,की रिंग भी
10559,10560,बोध,बोध,गहरा बोध है
10560,10561,सोपोर,सोपोर,के सोपोर में
10561,10562,ऑटोमेटिक,ऑटोमेटिक,की ऑटोमेटिक राइफल
10562,10563,राइफल,राइफल,असम राइफल के
10563,10564,कारतूस,कारतूस,खाली कारतूस बरामद
10564,10565,चुरा,चुरा,कारतूस चुरा लिए
10565,10566,शाकिर,शाकिर,कमांडर शाकिर हुसैन
10566,10567,मनसेरा,मनसेरा,यहां मनसेरा बॉर्डर
10567,10568,फैला,फैलाता,आतंकवाद फैलाता रहा
10568,10569,छूट,छूटने,से छूटने के
10569,10570,गुनगुना,गुनगुनी,में गुनगुनी धूप
10570,10571,खिसक,खिसक,द्वीप खिसक गए
10571,10572,हिमस्खलन,हिमस्खलन,सप्ताह हिमस्खलन में
10572,10573,दब,दब,मामले दब कर
10573,10574,पिन,पिन,और पिन बर्फ
10574,10575,कुल्लू,कुल्लू,अंतर्राष्ट्रीय कुल्लू दशहरे
10575,10576,मनाली,मनाली,जबकि मनाली में
10576,10577,आंशिक,आंशिक,यातायात आंशिक रूप
10577,10578,मशोबरा,मशोबरा,शिमला मशोबरा और
10578,10579,भंतूर,भंतूर,और भंतूर में
10579,10580,आच्छादित,आच्छादित,से आच्छादित हो
10580,10581,सोलांग,सोलांग,पास सोलांग नाला
10581,10582,नाला,नाला,सोलंग नाला ढलान
10582,10583,बहांग,बहांग,और बहांग क्षेत्र
10583,10584,बहुचर्चित,बहुचर्चित,के बहुचर्चित बेस्ट
10584,10585,चश्मदीद,चश्मदीद,पांचवा चश्मदीद गवाह
10585,10586,जा,जाय,कहा जाय इस
10586,10587,चल,चलना,पर चलना चाहते
10587,10588,सुपुर्द,सुपुर्द,को सुपुर्द कर
10588,10589,दिलवा,दिलवाया,बयान दिलवाया गया
10589,10590,जुटा,जुटाकर,राशि जुटाकर क्रिकेटर
10590,10591,क्रिकेटर,क्रिकेटर,पूर्व क्रिकेटर कपिलदेव
10591,10592,खेल,खेले,नहीं खेले थे
10592,10593,नेक,नेक,इस नेक काम
10593,10594,संगकारा,संगकारा,कुमार संगकारा ने
10594,10595,नाबाद,नाबाद,( नाबाद )
10595,10596,तटरक्षक,तटरक्षकों,निकले तटरक्षकों के
10596,10597,बंगलादेशी,बंगलादेशी,में बंगलादेशी घुसपैठ
10597,10598,नारकोंडम,नारकोंडम,उत्तर नारकोंडम द्वीप
10598,10599,तटरक्षक,तटरक्षक,कस्टम तटरक्षक बल
10599,10600,अक्कादेवी,अक्कादेवी,' अक्कादेवी '
10600,10601,बांग्लादेशी,बांग्लादेशी,परिवार बांग्लादेशी आव्रजकों
10601,10602,नाव,नावों,तीन नावों को
10602,10603,नौका,नौका,में नौका डूब
10603,10604,उठ,उठे,खिल उठे लेकिन
10604,10605,बवाल,बवाल,लेकर बवाल न
10605,10606,फजीहत,फजीहत,की फजीहत बढ़ाने
10606,10607,रणनीतिकार,रणनीतिकार,कई रणनीतिकार उनके
10607,10608,ताकतवर,ताकतवर,सबसे ताकतवर सलाहकार
10608,10609,बछरावां,बछरावां,और बछरावां में
10609,10610,पिटारा,पिटारा,का पिटारा लेकर
10610,10611,दयानंद,दयानंद,पुत्र दयानंद निवासी
10611,10612,महाविद्यालय,महाविद्यालय,दयानंद महाविद्यालय में
10612,10613,बानगी,बानगी,तो बानगी भर
10613,10614,बेरोजगार,बेरोजगारों,बीएड बेरोजगारों के
10614,10615,समसपुर,समसपुर,कि समसपुर पक्षी
10615,10616,सलोन,सलोन,विहार सलोन और
10616,10617,डलमऊ,डलमऊ,और डलमऊ को
10617,10618,फाउंडेशन,फाउंडेशन,केयर फाउंडेशन के
10618,10619,इंपैक्ट,इंपैक्ट,तथा इंपैक्ट इंडिया
10619,10620,मरीज,मरीज,में मरीज को
10620,10621,निःशुल्क,निःशुल्क,को निःशुल्क इलाज
10621,10622,अमेठी,अमेठी,द्वारा अमेठी के
10622,10623,महावीर,महावीर,ही महावीर संस्थान
10623,10624,विकलांग,विकलांगों,से विकलांगों को
10624,10625,हरचंदपुर,हरचंदपुर,गांधी हरचंदपुर के
10625,10626,फरीदपुर,फरीदपुर,के फरीदपुर और
10626,10627,आईटीआई,आईटीआई,जबकि आईटीआई को
10627,10628,औचित्यहीन,औचित्यहीन,को औचित्यहीन करार
10628,10629,बोडोलैंड,बोडोलैंड,ऑफ बोडोलैंड (
10629,10630,पुनर्विचार,पुनर्विचार,पर पुनर्विचार करने
10630,10631,सरजारंग,सरजारंग,प्रवक्ता सरजारंग के
10631,10632,बोडो,बोडो,ऑल बोडो स्टूडेंट्स
10632,10633,लिबरेशन,लिबरेशन,लहरें लिबरेशन टाइगर्स
10633,10634,टाइगर,टाइगर्स,लिबरेशन टाइगर्स ऑफ
10634,10635,टेरीटोरियल,टेरीटोरियल,बोडोलैंड टेरीटोरियल काउंसिल
10635,10636,मोहिलारी,मोहिलारी,हुए मोहिलारी ने
10636,10637,बीटीसी,बीटीसी,करके बीटीसी बनाने
10637,10638,बीएलटी,बीएलटी,में बीएलटी के
10638,10639,क्रिश्चियन,क्रिश्चियन,बोडो क्रिश्चियन कोआर्डिनेशन
10639,10640,कोआर्डिनेशन,कोआर्डिनेशन,क्रिश्चियन कोआर्डिनेशन कमेटी
10640,10641,एबीसीसीसी,एबीसीसीसी,वहीं एबीसीसीसी ने
10641,10642,निष्ठा,निष्ठाओं,भी निष्ठाओं के
10642,10643,दबदबा,दबदबा,अपना दबदबा कायम
10643,10644,धुर,धुर,की धुर विरोधी
10644,10645,फटक,फटका,घर फटका तक
10645,10646,वीरानगी,वीरानगी,एक वीरानगी दिन
10646,10647,आंख,आंखे,पर आंखे तरेरने
10647,10648,तरेर,तरेरने,आंखे तरेरने वाले
10648,10649,सांप,सांप,में सांप लपेटे
10649,10650,सूंघ,सूंघ,सांप सूंघ गया
10650,10651,सुमित्रा,सुमित्रा,सांसद सुमित्रा महाजन
10651,10652,कट्टर,कट्टर,एक कट्टर आतंकी
10652,10653,विजयवर्गीय,विजयवर्गीय,कैलाश विजयवर्गीय हरनाम
10653,10654,हरनाम,हरनाम,विजयवर्गीय हरनाम सिंह
10654,10655,राठौर,राठौर,ओमप्रकाश राठौर ने
10655,10656,ढाल,ढाल,राठौर ढाल सिंह
10656,10657,बिसेन,बिसेन,सिंह बिसेन और
10657,10658,सुनील,सुनील,पुलिस सुनील को
10658,10659,आयुक्त,आयुक्तों,क्षेत्रीय आयुक्तों को
10659,10660,कड़ाई,कड़ाई,पर कड़ाई से
10660,10661,मजदूर,मजदूरों,फिर मजदूरों और
10661,10662,इंडस्ट्रीयल,इंडस्ट्रीयल,सेंट्रल इंडस्ट्रीयल रिलेशन
10662,10663,रिलेशन,रिलेशन,इंडस्ट्रीयल रिलेशन मशीनरी
10663,10664,मशीनरी,मशीनरी,रिलेशन मशीनरी एक्ट
10664,10665,अफवाह,अफवाहों,की अफवाहों को
10665,10666,ईद,ईद,जयंती ईद मिलाद
10666,10667,भाईचारा,भाईचारे,सामाजिक भाईचारे की
10667,10668,पिरान,पिरान,दरगाह पिरान कलियर
10668,10669,कलियर,कलियर,पिरान कलियर शरीफ
10669,10670,सज्जादानशीं,सज्जादानशीं,के सज्जादानशीं शाह
10670,10671,मंसूर,मंसूर,शाह मंसूर एजाज
10671,10672,साबरी,साबरी,एजाज साबरी ने
10672,10673,कार्रवाई,कार्रवाईयों,की कार्रवाईयों को
10673,10674,फैला,फैलाना,अशांति फैलाना चाहते
10674,10675,शहरकाजी,शहरकाजी,नायब शहरकाजी जैनुर
10675,10676,मासूम,मासूम,सैयद मासूम अली
10676,10677,अजमेर,अजमेर,से अजमेर शरीफ
10677,10678,घिनौना,घिनौना,जैसा घिनौना काम
10678,10679,घराना,घरानों,औद्योगिक घरानों को
10679,10680,जो,जिनका,हैं जिनका मूल्य
10680,10681,वास्ता,वास्ता,का वास्ता पड़ता
10681,10682,अंजान,अंजान,कुमार अंजान और
10682,10683,कृषक,कृषक,भारत कृषक समाज
10683,10684,कृष्णवीर,कृष्णवीर,अध्यक्ष कृष्णवीर चौधरी
10684,10685,दगाबाजी,दगाबाजी,साथ दगाबाजी की
10685,10686,बीज,बीज,के बीज भी
10686,10687,जेहादी,जेहादियों,भी जेहादियों की
10687,10688,स्रोत,स्रोत,का स्रोत आम
10688,10689,जेहादी,जेहादी,सभी जेहादी संगठनों
10689,10690,सिपाह,सिपाह,अलावा सिपाह ए
10690,10691,साहबा,साहबा,ए साहबा नामक
10691,10692,कट्टरवादी,कट्टरवादी,के कट्टरवादी फ्रांसिस
10692,10693,देवबंदी,देवबंदी,से देवबंदी विचारधारा
10693,10694,बदर,बदर,अल बदर और
10694,10695,एमटीवी,एमटीवी,हुए एमटीवी और
10695,10696,वी,वी,प्रमुख वी प्रभाकरन
10696,10697,मांग,मांगनी,माफी मांगनी चाहिए
10697,10698,आईटीवी,आईटीवी,अलावा आईटीवी और
10698,10699,स्क्रॉल,स्क्रॉल,दौरान स्क्रॉल के
10699,10700,कह,कहें,को कहें कि
10700,10701,प्रस्तुति,प्रस्तुति,कार्यक्रम प्रस्तुति की
10701,10702,अवहेलना,अवहेलना,की अवहेलना नहीं
10702,10703,पुनरावृत्ति,पुनरावृत्ति,की पुनरावृत्ति न
10703,10704,वचन,वचन,का वचन देता
10704,10705,रेग्यूलेशन,रेग्यूलेशन,' रेग्यूलेशन '
10705,10706,अजहर,अजहर,मसूद अजहर सहित
10706,10707,छठा,छठे,भीतर छठे वेतन
10707,10708,कंधार,कंधार,वहाँ कंधार से
10708,10709,कोयम्बटूर,कोयम्बटूर,आडवाणी कोयम्बटूर विस्फोट
10709,10710,मदनी,मदनी,बंद मदनी को
10710,10711,त्रुटिपूर्ण,त्रुटिपूर्ण,को त्रुटिपूर्ण बताते
10711,10712,मिलाद,मिलाद,ईद मिलाद उन
10712,10713,सौहार्द,सौहार्द,और सौहार्द बिगाड़ने
10713,10714,मैत्री,मैत्री,सौहार्द मैत्री और
10714,10715,आंतकवाद,आंतकवाद,दोबारा आंतकवाद नहीं
10715,10716,बेखबर,बेखबर,सबसे बेखबर है
10716,10717,भलाई,भलाई,की भलाई के
10717,10718,रथ,रथ,राम रथ यात्रा
10718,10719,इस्राइल,इस्राइल,जो इस्राइल और
10719,10720,फलस्तीन,फलस्तीन,इससे फलस्तीन के
10720,10721,नेहरूवाद,नेहरूवाद,' नेहरूवाद के
10721,10722,विषयक,विषयक,इस विषयक की
10722,10723,गोष्ठी,गोष्ठी,विषयक गोष्ठी में
10723,10724,नरसिंहराव,नरसिंहराव,कि नरसिंहराव के
10724,10725,व्याख्यान,व्याख्यान,कई व्याख्यान दिए
10725,10726,लेबर,लेबर,अपनी लेबर पार्टी
10726,10727,सर्वोपरि,सर्वोपरि,ही सर्वोपरि समझी
10727,10728,नेहरुवाद,नेहरुवाद,अब नेहरुवाद अधिक
10728,10729,प्रासंगिक,प्रासंगिक,अधिक प्रासंगिक हो
10729,10730,पुण्य,पुण्य,की पुण्य तिथि
10730,10731,लड,लड़ा,चुनाव लड़ा जाएगा
10731,10732,मानूसन,मानूसन,में मानूसन के
10732,10733,प्रकोप,प्रकोप,का प्रकोप रहा
10733,10734,पाती,पाती,की पाती ने
10734,10735,मिमी,मिमी,कि मिमी कैलिबर
10735,10736,फिसड्डी,फिसड्डी,में फिसड्डी साबित
10736,10737,निर्धारण,निर्धारण,मूल्य निर्धारण के
10737,10738,धर्मांतरण,धर्मान्तरण,का धर्मान्तरण हो
10738,10739,बिठा,बिठाकर,तालमेल बिठाकर चलें
10739,10740,मोर्चा,मोर्चे,अलग मोर्चे बनाकर
10740,10741,गोहत्या,गोहत्या,जिसमें गोहत्या पर
10741,10742,संपूर्ण,सम्पूर्ण,पर सम्पूर्ण प्रतिबंध
10742,10743,कह,कहेगी,को कहेगी जिससे
10743,10744,क्लिन,क्लिन,लिए क्लिन चिट
10744,10745,दोहरा,दोहरी,की दोहरी नीति
10745,10746,भूमंडलीकरण,भूमंडलीकरण,व भूमंडलीकरण के
10746,10747,नीति,नीतियां,ही नीतियां निराश
10747,10748,धोखा,धोखे,जो धोखे से
10748,10749,दाउद,दाउद,के दाउद इब्राहिम
10749,10750,धीरेंद्र,धीरेंद्र,सचिव धीरेंद्र सिंह
10750,10751,प्रतिनिधिदल,प्रतिनिधिदल,सदस्यीय प्रतिनिधिदल को
10751,10752,मेजबान,मेजबान,व्यावसायिक मेजबान की
10752,10753,तस्नीम,तस्नीम,सचिव तस्नीम नूरानी
10753,10754,नूरानी,नूरानी,तस्नीम नूरानी ने
10754,10755,गिरिजाघर,गिरिजाघरों,आदेश गिरिजाघरों मंदिरों
10755,10756,ट्रस्ट,ट्रस्टों,धार्मिक ट्रस्टों पर
10756,10757,मेहरा,मेहरा,अशोक मेहरा को
10757,10758,वेस्ट,वेस्ट,नॉर्थ वेस्ट संसदीय
10758,10759,पैमाइश,पैमाइश,वह पैमाइश के
10759,10760,सर्वदेशिक,सर्वदेशिक,को सर्वदेशिक आर्य
10760,10761,पूरन,पूरन,लाल पूरन चंद्र
10761,10762,चंद्रवती,चंद्रवती,मुताबिक चंद्रवती ने
10762,10763,प्रोबेट,प्रोबेट,ने प्रोबेट मंजूर
10763,10764,रामगोपाल,रामगोपाल,नेता रामगोपाल यादव
10764,10765,शॉलवाले,शॉलवाले,रामगोपाल शॉलवाले के
10765,10766,पंजीकृत,पंजीकृत,नन पंजीकृत नहीं
10766,10767,डीड,डीड,सेल डीड के
10767,10768,प्रशासक,प्रशासकों,भूमि प्रशासकों के
10768,10769,जवाहिरी,जवाहिरी,अल जवाहिरी अल
10769,10770,एरिक,एरिक,जनरल एरिक ओलसन
10770,10771,ओलसन,ओलसन,एरिक ओलसन ने
10771,10772,पुष्ट,पुष्ट,यह पुष्ट रूप
10772,10773,जवाहरी,जवाहरी,या जवाहरी ही
10773,10774,भगोडा,भगोड़े,के भगोड़े आरोपी
10774,10775,इकोनॅमिक,इकोनॉमिक,वर्ल्ड इकोनॉमिक फोरम
10775,10776,छाया,छाया,की छाया मात्र
10776,10777,खींच,खींचा,ओर खींचा है
10777,10778,तीव्र,तीव्र,इस तीव्र भूकंप
10778,10779,उत्पात,उत्पात,जमकर उत्पात मचाया
10779,10780,बांट,बांटा,भी बांटा जो
10780,10781,ग्लोबीजेन,ग्लोबीजेन,मुताबिक ग्लोबीजेन वर्ग
10781,10782,ग्लोबेट्यूड,ग्लोबेट्यूड्स,दूसरा ग्लोबेट्यूड्स यानि
10782,10783,ग्लोबेहैव,ग्लोबेहैव,में ग्लोबेहैव यानी
10783,10784,यानी,यानी,रोगियों यानी जिनका
10784,10785,लोकाजेन,लोकाजेन,में लोकाजेन यानी
10785,10786,बीपीओ,बीपीओ,में बीपीओ क्षेत्र
10786,10787,ग्लोबीजेंस,ग्लोबीजेंस,फीसदी ग्लोबीजेंस का
10787,10788,ओलंपिक,ओलंपिक,भारत ओलंपिक खेल
10788,10789,बाजी,बाजी,में बाजी मारने
10789,10790,चाबी,चाबी,की चाबी नहीं
10790,10791,सुकून,सुकून,और सुकून की
10791,10792,चहुंमुखी,चहुंमुखी,का चहुंमुखी विकास
10792,10793,थिक्से,थिक्से,में थिक्से बौद्ध
10793,10794,लेह,लेह,कि लेह में
10794,10795,मेहनती,मेहनती,बेहद मेहनती और
10795,10796,ईमानदार,ईमानदार,और ईमानदार हैं
10796,10797,शेराब,शेराब,चांगसाम शेराब जांगपो
10797,10798,जांगपो,जांगपो,शेराब जांगपो ने
10798,10799,तिब्बती,तिब्बती,ही तिब्बती समस्या
10799,10800,पंथ,पंथ,सिख पंथ को
10800,10801,धर्मस्थल,धर्मस्थलों,महत्वपूर्ण धर्मस्थलों में
10801,10802,घिर,घिरी,से घिरी हुई
10802,10803,कमीज,कमीज,सलवार कमीज और
10803,10804,ओवरकोट,ओवरकोट,काला ओवरकोट पहनीं
10804,10805,पहन,पहनीं,ओवरकोट पहनीं गुरशरण
10805,10806,सोहराबुद्दीन,सोहराबुद्दीन,में सोहराबुद्दीन शेख
10806,10807,सीआईडी,सीआईडी,( सीआईडी )
10807,10808,गीता,गीता,आईजी गीता जौहरी
10808,10809,जौहरी,जौहरी,आईजी जौहरी यहां
10809,10810,लगा,लगाएगी,जोर लगाएगी कि
10810,10811,धरपकड़,धरपकड़,की धरपकड़ के
10811,10812,आतंकवादरोधी,आतंकवादरोधी,के आतंकवादरोधी दस्ते
10812,10813,एटीएस,एटीएस,को एटीएस की
10813,10814,जबान,जबान,अपनी जबान बंद
10814,10815,बलविंदर,बलविंदर,कमिश्नर बलविंदर सिंह
10815,10816,पुलिसकर्मी,पुलिसकर्मियों,दो पुलिसकर्मियों की
10816,10817,दाभी,दाभी,इंस्पेक्टर दाभी और
10817,10818,परमार,परमार,कृपाल परमार ने
10818,10819,संतराम,संतराम,और संतराम शर्मा
10819,10820,राजकुमार,राजकुमार,पर्वतम्मा राजकुमार को
10820,10821,पांडयन,पांडयन,लिए पांडयन से
10821,10822,वंजारा,वंजारा,अफसरों वंजारा और
10822,10823,दिनेश,दिनेश,दंडाधिकारी दिनेश कुमार
10823,10824,चंद्रयानगुट्टा,चंद्रयानगुट्टा,स्थित चंद्रयानगुट्टा में
10824,10825,कैडर,कैडर,मध्यप्रदेश कैडर से
10825,10826,राधाकृष्णन,राधाकृष्णन,को राधाकृष्णन हमले
10826,10827,संगीता,संगीता,प्रधानाचार्या संगीता भाटिया
10827,10828,ट्रैवल्स,ट्रैवल्स,संगीता ट्रैवल्स के
10828,10829,सांगली,सांगली,के सांगली जिले
10829,10830,हाईवे,हाईवे,नेशनल हाईवे नं
10830,10831,दंपति,दंपति,निगम दंपति को
10831,10832,शौहर,शौहर,में शौहर को
10832,10833,बीवी,बीवी,अपनी बीवी से
10833,10834,उर्दू,उर्दू,वहीं उर्दू को
10834,10835,मेहर,मेहर,लाल मेहर भार्गव
10835,10836,निकाहनामा,निकाहनामा,मॉडल निकाहनामा में
10836,10837,लॉ,लॉ,पर्सनल लॉ बोर्ड
10837,10838,हिदायतनामा,हिदायतनामे,में हिदायतनामे को
10838,10839,ड्रॉफ्ट,ड्रॉफ्ट,का ड्रॉफ्ट तैयार
10839,10840,चांदी,चांदी,में चांदी सिक्का
10840,10841,सोना,सोना,में सोना स्टैंडर्ड
10841,10842,कालीकट,कालीकट,कि कालीकट के
10842,10843,काजी,काजियों,वाले काजियों को
10843,10844,आधा,आधी,बाद आधी रात
10844,10845,वाजिब,वाजिब,' वाजिब '
10845,10846,कर्ज,कर्ज,भारी कर्ज के
10846,10847,हसीना,हसीना,शेख हसीना के
10847,10848,हाशिया,हाशिया,हसीना हाशिया का
10848,10849,दारूल,दारूल,' दारूल कजा
10849,10850,कजा,कजा,दारूल कजा '
10850,10851,निकाहनामे,निकाहनामे,मॉडल निकाहनामे '
10851,10852,टेनिस,टेनिस,की टेनिस एल्बो
10852,10853,सानिया,सानिया,में सानिया मिर्जा
10853,10854,मिर्जा,मिर्जा,सानिया मिर्जा आई
10854,10855,डब्लूटीए,डब्लूटीए,वाले डब्लूटीए टूर्नामेंट
10855,10856,टूर्नामेंट,टूर्नामेंट,किसी टूर्नामेंट में
10856,10857,बोंदारेंको,बोंदारेंको,लिए बोंदारेंको को
10857,10858,हिट,हिट,सिंह हिट और
10858,10859,अना,अना,की अना लिना
10859,10860,लिना,लिना,की लिना व
10860,10861,ग्रोनेफेल्ड,ग्रोनेफेल्ड,लिना ग्रोनेफेल्ड से
10861,10862,भिड़,भिड़ना,से भिड़ना था
10862,10863,सीड,सीड,आठवीं सीड किरिलेंको
10863,10864,मार्टिना,मार्टिना,व मार्टिना नवरातिलोवा
10864,10865,नवरातिलोवा,नवरातिलोवा,मार्टिना नवरातिलोवा पर
10865,10866,युगल,युगल,प्रेमी युगल विवाह
10866,10867,दायां,दायां,अपना दायां घुटना
10867,10868,घुटना,घुटना,दायां घुटना चोटिल
10868,10869,चढ़ाव,चढ़ाव,उतार चढ़ाव देखा
10869,10870,गैंरड,गैंरड,पहले गैंरड स्लैम
10870,10871,स्लैम,स्लैम,गैंरड स्लैम टूर्नामेंट
10871,10872,आस्ट्रेलियन,आस्ट्रेलियन,टूर्नामेंट आस्ट्रेलियन ओपन
10872,10873,आगाज,आगाज,का आगाज करने
10873,10874,किरिलेंको,किरिलेंको,सीड किरिलेंको से
10874,10875,बेजा,बेजा,कई बेजा गलतियां
10875,10876,गलती,गलतियां,बेजा गलतियां कर
10876,10877,बैठ,बैठीं,कर बैठीं और
10877,10878,तुड़वा,तुड़वा,सर्विस तुड़वा बैठीं
10878,10879,विनर्स,विनर्स,बेहतरीन विनर्स और
10879,10880,बचा,बचाते,से बचाते हुए
10880,10881,टाइब्रेकर,टाइब्रेकर,को टाइब्रेकर में
10881,10882,खिताबी,खिताबी,पहली खिताबी जीत
10882,10883,टखने,टखने,में टखने के
10883,10884,निवारक,निवारक,दर्द निवारक लेकर
10884,10885,पानोवा,पानोवा,व पानोवा को
10885,10886,क्वार्टर,क्वार्टर,चाइनीज क्वार्टर को
10886,10887,वाकओवर,वाकओवर,पर वाकओवर दिया
10887,10888,पदाधिकारी,पदाधिकारियों,अन्य पदाधिकारियों और
10888,10889,आशंकित,आशंकित,में आशंकित मंत्रियों
10889,10890,समीकरण,समीकरणों,में समीकरणों के
10890,10891,कौन,किसे,कि किसे मंत्री
10891,10892,चुन,चुनेंगे,किसे चुनेंगे इससे
10892,10893,उपचुनाव,उपचुनावों,के उपचुनावों में
10893,10894,पांचवा,पांचवें,और पांचवें नम्बर
10894,10895,नंबर,नम्बर,पांचवें नम्बर पर
10895,10896,पाठ्य,पाठ्य,लिए पाठ्य पुस्तकों
10896,10897,नाथूराम,नाथूराम,हत्यारे नाथूराम गोडसे
10897,10898,गोडसे,गोडसे,मुताबिक गोडसे हिंदू
10898,10899,संबद्घ,संबद्घ,से संबद्घ था
10899,10900,खटखटा,खटखटाना,दरवाजा खटखटाना भी
10900,10901,ढो,ढोने,हथियार ढोने में
10901,10902,ब्रह्मोस,ब्रह्मोस,को ब्रह्मोस जैसी
10902,10903,बाबर,बाबर,आतंकी बाबर घाटी
10903,10904,सफलतापूर्वक,सफलतापूर्वक,को सफलतापूर्वक पार
10904,10905,इंजीनियर,इंजीनियरों,में इंजीनियरों ने
10905,10906,चुनौती,चुनौतियों,गंभीर चुनौतियों से
10906,10907,पड़ोसी,पड़ोसियों,व पड़ोसियों के
10907,10908,परीक्षण,परीक्षणों,ने परीक्षणों के
10908,10909,सुपरसोनिक,सुपरसोनिक,जैसी सुपरसोनिक क्रूज
10909,10910,टीडीपी,टीडीपी,पद टीडीपी के
10910,10911,ला,लाती,प्रस्ताव लाती है
10911,10912,वाद,वाद,सर्वदलीय वाद विवाद
10912,10913,नियंत्रित,नियंत्रित,को नियंत्रित करने
10913,10914,संबोधित,सम्बोधित,भी सम्बोधित किया
